58,"Q: What's a compiler developer's favorite spice?
A: Parsley."
59,"Q: When do front end developers go out to eat?
A: On their lunch <br>."
60,"Q: A SQL developer walked into a NoSQL bar.
A: They left because they couldn't find a table."
61,"Q: How do you help JS errors?
A: You console them!"
62,"Q: Why don't parents teach their kids about regular expressions?
A: Because they don't want them playing with matches"
63,"Q: Why didn't the <div /> get invited to the dinner party?
A: Because it had no class!"
64,"Q: Why aren't cryptocurrency engineers allowed to vote?
A: Because they're miners!"
65,"Q: Why did the constant break up with the variable?
A: Because they changed."
66,"Q: Why did the database administrator leave his wife?
A: She had one-to-many relationships."
67,"Asynchronous JavaScript is amazing.
I Promise you, await and see."
68,"Q: What did the Class say in court when put on trial?
A: I strongly object!"
69,"Q: Why do Java developers wear glasses?
A: Because they don't C#!"
70,"Q: What are the three hardest problems in computer science?
A: Naming things and off-by-one errors"
71,"Q: What did the fruit basket say to the developer?
A: I hope you're ready for some pear programming!"
72,"Q: How does a sysadmin keep a fire going?
A: They rotate the logs."
73,I've got a great UDP joke but I'm afraid you wouldn't get it...
74,A programmer was arrested for writing unreadable code. They refused to comment.
75,"There are 10 types of people in this world, those who understand binary and those who don't."
76,"Q: I love you and I only love you. Does that turn you on?
AND GATE: No."
77,"Q: Why do all HTML emails get blocked?
A: Because they are all <span />."
78,"Q: What did the process say after working in an infinite loop all day?
A: I need a break."
79,"Q: An Agent died unexpectedly. How was the crime solved?
A: By looking at the Stack Trace."
80,"Q: Why did the document store go out of business?
A: It had NoSQL."
81,"Q: Why can't SQL and NoSQL Developers date one other?
A: Because they don't agree on relationships."
82,"Q: Why is Python like the Soviet Union?
A: Because it has no private fields"
83,"Q: Where did the API go to eat?
A: To the RESTaurant"
84,"Q: Why shouldn't you trust Matlab developers?
A: Because they're always plotting something."
85,"Q: Why did the developer have to quit smoking?
A: Because they couldn't afford to pay the new syntax."
86,"Q: How does a programmer open a jar for their significant other?
A: They install Java"
87,"Q: What did the psychic say to the developers?
A: I see dev people."
88,"Q: Where does the pirate stash all of their digital treasures?
A: RAR"
89,"Q: What is React's favorite movie genre?
A: Suspense"
90,"Q: Why couldn't the React component understand the joke?
A: Because it didn't get the context."
91,"Q: What did XHR say to AJAX when it thought it was being a Mean Girl?
A: Stop trying to make fetch happen!"
92,"Q: What was Grace Hopper's favorite car?
A: VW Bug"
93,"Q: What sits on a pirate's shoulder and calls, ""Pieces of seven, Pieces of seven""?
A: Parroty error."
94,"Q: What is a pirate's favorite programming language?
A: You'd think it was R, but a pirate's first love is Objectively C."
95,"Q: Why did the programmer come home crying?""
A: His friends were always boolean him."
96,"- Knock Knock!
- An async function
- Who's there?"
97,"Q: What PostgreSQL library should Python developers use for adult-oriented code?
A: psycoPG13"
98,"The next time you're using Safari or Firefox and it's running slowly, you can say to yourself, ""I could've had a V8""."
99,"Q: What accommodations did the JavaScript developer request at the hotel?
A: A room with a Vue."
100,"Q: Where do developers drink?
A: The Foo bar"
101,"Q: Why do assembly programmers need to know how to swim?
A: Because they work below C level."
102,"Q: Who used the internet before it was cool?
A: Httpsters"
103,"Q: What kind of computer can hold a musical note?
A: A Dell."
104,"Q: Why did the web developer always go to the wrong hotel room?
A: They were in room 301."
105,"Q: How do you stop a web developer stealing your stuff?
A: Write 403 on it."
106,"Q: Why are machine learning models so fit?
A: Because they do weight training."
107,"Q: Why did Gargamel shut down the internet?
A: Because he didn't want people SMURFING the web!"
108,"Q: What did the command line die of?
A: A Terminal illness."
109,"Q: Did you hear what the clumsy cryptographer did to their password?
A: Made a hash of it."
110,"Q: Why are keyboards always working so hard?
A: Cause they have two shifts!"
111,"Q: What are clouds made of?
A: Mostly linux servers."
112,"Q: How does Mr. Potato Head (dev edition 0.0.1) remove his mustache?
A: git stache pop"
113,"Q: Why can't you use ‘Soup' as your password?
A: Because it isn't stroganoff"
114,"Q: Why do developers use mechanical keyboards?
A: To strongly type their code."
115,"A new database query walks into a bar.
The server says ""Sorry, cache only."""
116,"What's the best tool for automatically ignoring long email threads about tech buzzwords?
""Block-chain"""
117,"Q: What is a developer's favorite country song?
A: Hello World - by Lady Antebellum"
118,"Q: Why was nobody given food at the developer conference?
A: It was a serverless function!"
119,"Q: Why did the developer cancel their dinner plans?
A: They were unable to fulfil peer dependencies"
120,"Q: Why did the functional programmer finally move out of their house?
A: For(e) closure"
121,"Q: How do JavaScript developers break up?
A: They always promise to callback"
122,"Q: Why do developers mixup Terminals and Polygraphs?
A: Because they both can see a lie (CLI)"
123,"Q: Did you hear about the programmer that was scared of IDEs?
A: They retreated back into their shell"
124,"Q: What do you call optimistic front-end developers?
A: Stack half-full developers."
125,"Q: Have you heard the one about the Corduroy pillow?
A: It's making HEADLINES!"
126,"Q: Hey officer! How did the hackers escape?
A: No idea. They just ransomware."
127,"Q: Why can't data engineers become hat makers?
A: They can only guarantee two thirds of a CAP!"
128,"Q: How did the hippie learn about database transactions?
A: By taking ACID"
129,"Q: Why is it called the Dark Ages?
A: There were a lot of KNIGHTS!"
130,"Q: What did the Network Administrator say when they caught a nasty virus?
A: It hurts when IP"
131,"Q: Which programming language is the shortest?
A: HTML. Because it doesn't have a neck between its <head> and <body>."
132,"Q: What good can come of 2989 witches casting a hex?
A: None, it is always 0xBAD"
133,"Q: Did you here about the witch who was off by two when casting a hex?
A: They failed to make the target DEAD and made them DEAF instead!"
134,"I went to a street where the houses were numbered 8k, 16k, 32k, 64k, 128k, 256k and 512k.
It was a trip down Memory Lane."
135,Lisp programmers don't make prank calls. They make FUNCALLs
